Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.59,69,48.3,Sweatshirts/Fleece,4XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.06,63.75,44.625,Sweatshirts/Fleece,L,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.99,63.75,44.625,Sweatshirts/Fleece,M,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.85,63.75,44.625,Sweatshirts/Fleece,S,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,3.8,113.25,79.275,Outerwear;Workwear,S,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,4.35,113.25,79.275,Outerwear;Workwear,M,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,4.45,113.25,79.275,Outerwear;Workwear,L,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.85,113.25,79.275,Outerwear;Workwear,XL,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.9,113.25,79.275,Outerwear;Workwear,2XL,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.15,123,86.1,Outerwear;Workwear,3XL,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.25,123,86.1,Outerwear;Workwear,4XL,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.4,123,86.1,Outerwear;Workwear,5XL,Black,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,3.8,113.25,79.275,Outerwear;Workwear,S,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.35,113.25,79.275,Outerwear;Workwear,M,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.45,113.25,79.275,Outerwear;Workwear,L,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.85,113.25,79.275,Outerwear;Workwear,XL,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.9,113.25,79.275,Outerwear;Workwear,2XL,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.15,123,86.1,Outerwear;Workwear,3XL,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.25,123,86.1,Outerwear;Workwear,4XL,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.4,123,86.1,Outerwear;Workwear,5XL,Carhartt Brown,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,3.8,113.25,79.275,Outerwear;Workwear,S,Dark Navy,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.35,113.25,79.275,Outerwear;Workwear,M,Dark Navy,Carhartt
District® Women's Fitted The Concert Tee® DT5001,This tee rocks with comfort. 4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neon and Heathered Charcoal)90/10 soft spun cotton/poly (Heather Grey)Form fitting 1x1 rib knit neckTear-away label Shoulder to shoulder tapingSize up for a less fitted lookDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.45,113.25,79.275,Outerwear;Workwear,L,Dark Navy,Carhartt
District® The Concert Tee® DT5000,This tee rocks with comfort.4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neons Heathered Charcoal Heathered Royal Heathered Navy Military Green Frost New Heather Red)90/10 soft spun cotton/poly (Heather Grey)98/2 soft spun cotton/poly (White Heather)Tear-away label 1x1 rib knit neckShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.85,113.25,79.275,Outerwear;Workwear,XL,Dark Navy,Carhartt
District® The Concert Tee® DT5000,This tee rocks with comfort.4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neons Heathered Charcoal Heathered Royal Heathered Navy Military Green Frost New Heather Red)90/10 soft spun cotton/poly (Heather Grey)98/2 soft spun cotton/poly (White Heather)Tear-away label 1x1 rib knit neckShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,4.9,113.25,79.275,Outerwear;Workwear,2XL,Dark Navy,Carhartt
District® The Concert Tee® DT5000,This tee rocks with comfort.4.5-ounce 100% soft spun cotton 30 singles50/50 soft spun cotton/poly (Neons Heathered Charcoal Heathered Royal Heathered Navy Military Green Frost New Heather Red)90/10 soft spun cotton/poly (Heather Grey)98/2 soft spun cotton/poly (White Heather)Tear-away label 1x1 rib knit neckShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,5.15,123,86.1,Outerwear;Workwear,3XL,Dark Navy,Carhartt
